"","OTU","Sample","Abundance","original_sample_id","Age","Genotype","Phenotype","Genotype_Age","Age_Phenotype","Tumor_No","ATF6_expression","GRP78_expression","Kingdom","Phylum","Class","Order","Family","Genus","ASV","Highest_classified"
"758","Zotu203; LachnospiraceaeNK4A136group","D29625_13-AV968",0.0170954782460039,"13-AV968","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.497392279,27.88444959,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"759","Zotu275; LachnospiraceaeNK4A136group","D29642_30-AV802",0.016936713148535,"30-AV802","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"760","Zotu132; Tuzzerella","D29641_29-AV611",0.0169099825263514,"29-AV611","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"761","Zotu314; Parasutterella","D29638_26-AV608",0.0168804861580014,"26-AV608","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
"762","Zotu82; LachnospiraceaeNK4A136group","D29638_26-AV608",0.0168804861580014,"26-AV608","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu82","Zotu82; LachnospiraceaeNK4A136group"
"763","Zotu237; Parasutterella","D29653_41-AV803",0.0168656817108548,"41-AV803","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"764","Zotu275; LachnospiraceaeNK4A136group","D29653_41-AV803",0.0168656817108548,"41-AV803","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"765","Zotu104; GOTU1392","D29661_49-AV816",0.0167644593461861,"49-AV816","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1392","Zotu104","Zotu104; GOTU1392"
"766","Zotu275; LachnospiraceaeNK4A136group","D29632_20-AV580",0.0161175939655728,"20-AV580","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"767","Zotu49; LachnospiraceaeNK4A136group","D29629_17-AV996",0.0159205247404954,"17-AV996","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu49","Zotu49; LachnospiraceaeNK4A136group"
"768","Zotu237; Parasutterella","D29654_42-AV814",0.0158609313538891,"42-AV814","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"769","Zotu314; Parasutterella","D29654_42-AV814",0.0158609313538891,"42-AV814","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
"770","Zotu135; GOTU2838","D29652_40-AV579",0.0158042797989696,"40-AV579","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GOTU2838","Zotu135","Zotu135; GOTU2838"
"771","Zotu275; LachnospiraceaeNK4A136group","D29626_14-AV971",0.0153405604418081,"14-AV971","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,4.530663119,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"772","Zotu259; Parasutterella","D29627_15-AV972",0.015001500150015,"15-AV972","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.602051975,23.72038557,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"773","Zotu595; Lachnoclostridium","D29627_15-AV972",0.015001500150015,"15-AV972","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.602051975,23.72038557,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu595","Zotu595; Lachnoclostridium"
"774","Zotu202; Lachnoclostridium","D29648_36-AV567",0.0139632301605771,"36-AV567","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"775","Zotu82; LachnospiraceaeNK4A136group","D29639_27-AV609",0.0138787689531939,"27-AV609","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu82","Zotu82; LachnospiraceaeNK4A136group"
"776","Zotu49; LachnospiraceaeNK4A136group","D29649_37-AV568",0.0138440239963083,"37-AV568","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu49","Zotu49; LachnospiraceaeNK4A136group"
"777","Zotu275; LachnospiraceaeNK4A136group","D29665_53-AV865",0.0138242477305193,"53-AV865","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"778","Zotu47; GOTU208","D29665_53-AV865",0.0138242477305193,"53-AV865","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GOTU208","Zotu47","Zotu47; GOTU208"
"779","Zotu180; Oscillibacter","D29658_46-AV588",0.0136962848827256,"46-AV588","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.744206198,20.93805541,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"780","Zotu203; LachnospiraceaeNK4A136group","D29660_48-AV597",0.0132602545968883,"48-AV597","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"781","Zotu314; Parasutterella","D29655_43-AV583",0.0132020172682386,"43-AV583","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.178077903,23.61102698,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
"782","Zotu595; Lachnoclostridium","D29656_44-AV584",0.0129053073076303,"44-AV584","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.776092338,20.60213894,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu595","Zotu595; Lachnoclostridium"
"783","Zotu237; Parasutterella","D29632_20-AV580",0.0128940751724583,"20-AV580","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"784","Zotu123; LachnospiraceaeNK4A136group","D29621_09-AV791",0.0128760891025366,"09-AV791","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu123","Zotu123; LachnospiraceaeNK4A136group"
"785","Zotu111; Parabacteroides","D29629_17-AV996",0.0127364197923964,"17-AV996","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Zotu111","Zotu111; Parabacteroides"
"786","Zotu81; Muribaculum","D29654_42-AV814",0.0126887450831113,"42-AV814","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Zotu81","Zotu81; Muribaculum"
"787","Zotu23; LachnospiraceaeNK4A136group","D29638_26-AV608",0.012660364618501,"26-AV608","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"788","Zotu595; Lachnoclostridium","D29638_26-AV608",0.012660364618501,"26-AV608","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu595","Zotu595; Lachnoclostridium"
"789","Zotu180; Oscillibacter","D29652_40-AV579",0.0126434238391756,"40-AV579","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"790","Zotu259; Parasutterella","D29628_16-AV974",0.0125790119186138,"16-AV974","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.992074477,23.4479337,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"791","Zotu23; LachnospiraceaeNK4A136group","D29663_51-AV863",0.0123340048513752,"51-AV863","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"792","Zotu180; Oscillibacter","D29627_15-AV972",0.012001200120012,"15-AV972","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.602051975,23.72038557,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"793","Zotu23; LachnospiraceaeNK4A136group","D29627_15-AV972",0.012001200120012,"15-AV972","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.602051975,23.72038557,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"794","Zotu111; Parabacteroides","D29662_50-AV817",0.0118722545411374,"50-AV817","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.425372628,25.42287977,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Zotu111","Zotu111; Parabacteroides"
"795","Zotu81; Muribaculum","D29640_28-AV610",0.011404675917126,"28-AV610","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Zotu81","Zotu81; Muribaculum"
"796","Zotu132; Tuzzerella","D29623_11-AV833",0.010529640939244,"11-AV833","12wk","tg/tg","T","12wk_tg/tg","12wk_T",5,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"797","Zotu237; Parasutterella","D29639_27-AV609",0.0104090767148954,"27-AV609","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"798","Zotu82; LachnospiraceaeNK4A136group","D29626_14-AV971",0.0102270402945388,"14-AV971","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,4.530663119,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu82","Zotu82; LachnospiraceaeNK4A136group"
"799","Zotu412; Parasutterella","D29653_41-AV803",0.0101194090265129,"41-AV803","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu412","Zotu412; Parasutterella"
"800","Zotu202; Lachnoclostridium","D29629_17-AV996",0.00955231484429727,"17-AV996","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"801","Zotu275; LachnospiraceaeNK4A136group","D29622_10-AV794",0.00951791747965545,"10-AV794","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"802","Zotu111; Parabacteroides","D29628_16-AV974",0.00943425893896034,"16-AV974","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.992074477,23.4479337,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Zotu111","Zotu111; Parabacteroides"
"803","Zotu412; Parasutterella","D29649_37-AV568",0.00922934933087217,"37-AV568","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu412","Zotu412; Parasutterella"
"804","Zotu1131; Ruminococcusgnavusgroup","D29627_15-AV972",0.009000900090009,"15-AV972","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.602051975,23.72038557,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcusgnavusgroup","Zotu1131","Zotu1131; Ruminococcusgnavusgroup"
"805","Zotu275; LachnospiraceaeNK4A136group","D29627_15-AV972",0.009000900090009,"15-AV972","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.602051975,23.72038557,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"806","Zotu23; LachnospiraceaeNK4A136group","D29659_47-AV596",0.00892418901432332,"47-AV596","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"807","Zotu23; LachnospiraceaeNK4A136group","D29660_48-AV597",0.00884016973125884,"48-AV597","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"808","Zotu180; Oscillibacter","D29621_09-AV791",0.00858405940169106,"09-AV791","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"809","Zotu111; Parabacteroides","D29664_52-AV864",0.00845987902372996,"52-AV864","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Zotu111","Zotu111; Parabacteroides"
"810","Zotu275; LachnospiraceaeNK4A136group","D29663_51-AV863",0.00822266990091683,"51-AV863","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"811","Zotu401; RikenellaceaeRC9gutgroup","D29655_43-AV583",0.00792121036094315,"43-AV583","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.178077903,23.61102698,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","RikenellaceaeRC9gutgroup","Zotu401","Zotu401; RikenellaceaeRC9gutgroup"
"812","Zotu704; Escherichia-Shigella","D29657_45-AV587",0.00697934115019542,"45-AV587","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.405586854,17.93520366,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","Zotu704","Zotu704; Escherichia-Shigella"
"813","Zotu595; Lachnoclostridium","D29639_27-AV609",0.00693938447659693,"27-AV609","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu595","Zotu595; Lachnoclostridium"
"814","Zotu203; LachnospiraceaeNK4A136group","D29653_41-AV803",0.0067462726843419,"41-AV803","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"815","Zotu202; Lachnoclostridium","D29656_44-AV584",0.00645265365381513,"44-AV584","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.776092338,20.60213894,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"816","Zotu275; LachnospiraceaeNK4A136group","D29656_44-AV584",0.00645265365381513,"44-AV584","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.776092338,20.60213894,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"817","Zotu203; LachnospiraceaeNK4A136group","D29652_40-AV579",0.00632171191958782,"40-AV579","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"818","Zotu104; GOTU1392","D29620_08-AV782.2",0,"08-AV782.2","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1392","Zotu104","Zotu104; GOTU1392"
"819","Zotu104; GOTU1392","D29624_12-AV967",0,"12-AV967","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.120869837,23.50217257,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1392","Zotu104","Zotu104; GOTU1392"
"820","Zotu104; GOTU1392","D29629_17-AV996",0,"17-AV996","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1392","Zotu104","Zotu104; GOTU1392"
"821","Zotu104; GOTU1392","D29655_43-AV583",0,"43-AV583","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.178077903,23.61102698,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1392","Zotu104","Zotu104; GOTU1392"
"822","Zotu1077; Bacteroides","D29614_02-AV604",0,"02-AV604","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"823","Zotu1077; Bacteroides","D29619_07-AV770",0,"07-AV770","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"824","Zotu1077; Bacteroides","D29620_08-AV782.2",0,"08-AV782.2","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"825","Zotu1077; Bacteroides","D29621_09-AV791",0,"09-AV791","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"826","Zotu1077; Bacteroides","D29622_10-AV794",0,"10-AV794","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"827","Zotu1077; Bacteroides","D29623_11-AV833",0,"11-AV833","12wk","tg/tg","T","12wk_tg/tg","12wk_T",5,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"828","Zotu1077; Bacteroides","D29624_12-AV967",0,"12-AV967","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.120869837,23.50217257,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"829","Zotu1077; Bacteroides","D29625_13-AV968",0,"13-AV968","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.497392279,27.88444959,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"830","Zotu1077; Bacteroides","D29626_14-AV971",0,"14-AV971","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,4.530663119,23.61102698,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"831","Zotu1077; Bacteroides","D29628_16-AV974",0,"16-AV974","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.992074477,23.4479337,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"832","Zotu1077; Bacteroides","D29629_17-AV996",0,"17-AV996","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"833","Zotu1077; Bacteroides","D29632_20-AV580",0,"20-AV580","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"834","Zotu1077; Bacteroides","D29638_26-AV608",0,"26-AV608","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"835","Zotu1077; Bacteroides","D29639_27-AV609",0,"27-AV609","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
"836","Zotu1077; Bacteroides","D29640_28-AV610",0,"28-AV610","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu1077","Zotu1077; Bacteroides"
